ID,startBin#,endBin#,width(bins),totalSpikeCount,peakBin,peakHeight(spikes),Interval(bins)
210,1233953,1233978,26,94919,1233968,6508,383
211,1234887,1234912,26,96930,1234901,6688,933
212,1236089,1236110,22,96803,1236102,7389,1201
213,1236522,1236547,26,95713,1236536,6605,434
214,1237097,1237121,25,96583,1237111,6724,575
215,1238370,1238398,29,96576,1238389,7229,1278
216,1239587,1239609,23,96833,1239601,7369,1212
217,1240224,1240249,26,96363,1240239,6605,638
218,1241675,1241699,25,96467,1241689,6728,1450
219,1243783,1243808,26,96514,1243797,6672,2108
220,1244841,1244866,26,96475,1244855,6596,1058
221,1245247,1245272,26,94789,1245262,6462,407
222,1245614,1245639,26,93919,1245628,6399,366
223,1246268,1246292,25,96313,1246282,6620,654
224,1249088,1249113,26,96452,1249102,6684,2820
225,1251103,1251128,26,97416,1251118,6709,2016
226,1251665,1251692,28,96746,1251684,7290,566
227,1252603,1252628,26,97422,1252618,6762,934
228,1254077,1254101,25,97324,1254091,6867,1473
229,1255059,1255083,25,97336,1255073,6746,982
230,1255385,1255410,26,94006,1255399,6286,326
231,1256499,1256523,25,97355,1256513,6855,1114
232,1258670,1258694,25,97354,1258684,6828,2171
233,1259654,1259678,25,97298,1259668,6813,984
234,1260324,1260349,26,97648,1260338,6729,670
235,1261083,1261107,25,97611,1261097,6875,759
236,1261776,1261801,26,97660,1261790,6731,693
237,1262342,1262366,25,97419,1262356,6743,566
238,1262833,1262861,29,96846,1262852,7283,496
239,1263306,1263331,26,97117,1263321,6730,469
240,1263857,1263881,25,97425,1263871,6774,550
241,1264210,1264235,26,95490,1264224,6542,353
242,1264776,1264801,26,97515,1264790,6714,566
243,1265622,1265643,22,97507,1265635,7477,845
244,1266742,1266766,25,97637,1266756,6891,1121
245,1269483,1269504,22,97536,1269496,7452,2740
246,1270241,1270266,26,96810,1270255,6772,759
247,1270680,1270705,26,95869,1270694,6603,439
248,1271126,1271151,26,95959,1271141,6587,447
249,1271899,1271923,25,96766,1271913,6686,772
250,1273776,1273801,26,96789,1273790,6649,1877
251,1274634,1274659,26,96826,1274649,6683,859
252,1275635,1275662,28,96435,1275653,7114,1004
253,1276264,1276289,26,96678,1276278,6607,625
254,1278443,1278467,25,96773,1278457,6784,2179
255,1278938,1278963,26,96307,1278953,6540,496
256,1279695,1279719,25,96775,1279709,6762,756
257,1280425,1280450,26,96228,1280439,6621,730
258,1281658,1281683,26,96312,1281672,6612,1233
259,1283270,1283292,23,96356,1283284,7224,1612
260,1284345,1284370,26,96294,1284359,6547,1075
261,1285534,1285559,26,96312,1285548,6596,1189
262,1286447,1286472,26,96244,1286461,6614,913
263,1287013,1287038,26,95986,1287027,6553,566
264,1288492,1288516,25,96300,1288506,6678,1479
265,1288933,1288958,26,95235,1288948,6462,442
266,1289860,1289884,25,96267,1289874,6671,926
267,1291088,1291113,26,96379,1291102,6572,1228
268,1291522,1291547,26,95170,1291537,6456,435
269,1292864,1292889,26,96378,1292878,6553,1341
270,1293353,1293378,26,95656,1293368,6490,490
271,1294013,1294038,26,96216,1294028,6614,660
272,1294688,1294713,26,96238,1294702,6569,674
273,1295537,1295559,23,96306,1295551,7329,849
274,1297769,1297794,26,96337,1297784,6576,2233
275,1298099,1298124,26,93102,1298113,6221,329
276,1299487,1299512,26,96380,1299501,6658,1388
277,1301246,1301271,26,96414,1301260,6655,1759
278,1302854,1302879,26,96474,1302869,6608,1609
279,1303688,1303713,26,96387,1303703,6598,834
280,1304652,1304677,26,96427,1304666,6532,963
281,1305077,1305102,26,95091,1305091,6415,425
282,1306204,1306228,25,96358,1306218,6640,1127
283,1307275,1307299,25,96405,1307289,6666,1071
284,1309987,1310012,26,96861,1310001,6874,2712
285,1311336,1311360,25,97101,1311350,6771,1349
286,1311904,1311930,27,96645,1311920,6720,570
287,1312312,1312337,26,95944,1312326,6548,406
288,1313129,1313154,26,97080,1313143,6736,817
289,1313811,1313836,26,97099,1313825,6644,682
290,1314592,1314616,25,97003,1314606,6778,781
291,1315967,1315992,26,97127,1315982,6649,1376
292,1317998,1318022,25,97092,1318012,6745,2030
293,1320884,1320909,26,97501,1320898,6745,2886
294,1322991,1323015,25,97466,1323005,6788,2107
295,1326372,1326396,25,97423,1326386,6824,3381
296,1327029,1327053,25,97397,1327043,6810,657
297,1327580,1327604,25,97233,1327594,6795,551
298,1327909,1327935,27,95060,1327924,6443,330
299,1328325,1328349,25,96660,1328339,6673,415
300,1329165,1329189,25,97442,1329179,6798,840
301,1330853,1330877,25,97918,1330867,6826,1688
302,1332494,1332518,25,97857,1332507,6779,1640
303,1333658,1333682,25,97912,1333672,6903,1165
304,1335173,1335197,25,97887,1335187,6899,1515
305,1336954,1336978,25,97917,1336968,6916,1781
306,1338814,1338838,25,97872,1338828,6928,1860
307,1340412,1340436,25,98996,1340426,7050,1598
308,1342183,1342207,25,99004,1342197,7075,1771
309,1342701,1342725,25,98682,1342714,6897,517
310,1343048,1343073,26,97687,1343062,6816,348
311,1344293,1344317,25,98969,1344307,7040,1245
312,1344641,1344666,26,97646,1344656,6697,349
313,1345006,1345030,25,97801,1345020,6881,364
314,1346720,1346744,25,99022,1346734,7056,1714
315,1347296,1347317,22,98567,1347309,7753,575
316,1347647,1347672,26,97712,1347661,6844,352
317,1349483,1349506,24,98936,1349496,7037,1835
318,1350832,1350856,25,98331,1350846,6947,1350
319,1351742,1351766,25,98326,1351755,6870,909
320,1353329,1353353,25,98377,1353343,6940,1588
321,1355016,1355040,25,98288,1355029,6902,1686
322,1356256,1356280,25,98274,1356270,6972,1241
323,1356536,1356562,27,95221,1356551,6493,281
324,1357472,1357493,22,98089,1357485,7664,934
325,1358349,1358373,25,98360,1358363,6885,878
326,1358988,1359012,25,98203,1359002,6955,639
327,1360092,1360115,24,98554,1360105,6955,1103
328,1363080,1363104,25,98578,1363094,6995,2989
329,1363399,1363424,26,96768,1363414,6581,320
330,1365131,1365155,25,98615,1365145,6931,1731
331,1365523,1365547,25,97645,1365537,6869,392
332,1367711,1367735,25,98639,1367725,6904,2188
333,1369570,1369594,25,98603,1369584,6954,1859
334,1370425,1370448,24,99856,1370438,7124,854
335,1371077,1371101,25,99739,1371091,7121,653
336,1372452,1372476,25,99978,1372466,7030,1375
337,1372980,1373003,24,99367,1372993,7042,527
338,1374659,1374680,22,99743,1374672,7916,1679
339,1375978,1376002,25,99962,1375992,7152,1320
340,1377834,1377858,25,99948,1377848,7048,1856
341,1378562,1378585,24,99755,1378575,7135,727
342,1379698,1379722,25,99880,1379712,7093,1137
343,1380009,1380033,25,97474,1380023,6841,311
344,1381172,1381196,25,100356,1381186,7190,1163
345,1381878,1381901,24,100157,1381891,7189,705
346,1382697,1382721,25,100287,1382711,7199,820
347,1383831,1383855,25,100325,1383844,7083,1133
348,1384435,1384458,24,99987,1384448,7140,604
349,1385205,1385229,25,100229,1385219,7159,771
350,1385819,1385845,27,100006,1385837,7724,618
351,1389509,1389533,25,100343,1389523,7159,3686
352,1391209,1391233,25,100762,1391223,7159,1700
353,1392360,1392384,25,100801,1392374,7164,1151
354,1393313,1393336,24,100755,1393326,7114,952
355,1393982,1394008,27,100462,1393999,7746,673
356,1394331,1394355,25,98111,1394344,6826,345
357,1395812,1395835,24,100735,1395825,7111,1481
358,1398181,1398207,27,100669,1398199,7776,2374
359,1399737,1399760,24,100766,1399750,7233,1551
360,1400011,1400035,25,97220,1400025,6702,275
361,1400777,1400801,25,101804,1400791,7356,766
362,1401294,1401317,24,101091,1401307,7213,516
363,1402473,1402496,24,101888,1402486,7251,1179
364,1404249,1404272,24,101966,1404262,7405,1776
365,1404846,1404869,24,101575,1404859,7240,597
366,1406520,1406544,25,101919,1406534,7324,1675
367,1407183,1407207,25,101828,1407197,7343,663
368,1409032,1409058,27,101651,1409050,7908,1853
369,1409638,1409665,28,101356,1409656,7931,606
370,1410123,1410147,25,100333,1410137,7087,481
371,1410524,1410547,24,99175,1410537,7033,400
372,1411295,1411316,22,101202,1411308,8104,771
373,1412651,1412674,24,101467,1412664,7182,1356
374,1413895,1413918,24,101430,1413908,7181,1244
375,1414689,1414715,27,101178,1414707,7766,799
376,1415292,1415316,25,101081,1415306,7242,599
377,1415793,1415816,24,100496,1415806,7200,500
378,1418663,1418687,25,101481,1418676,7186,2870
379,1420625,1420649,25,101964,1420639,7346,1963
380,1421120,1421141,22,100764,1421133,8011,494
381,1422002,1422025,24,101803,1422015,7270,882
382,1422976,1423000,25,101875,1422990,7300,975
383,1424706,1424729,24,101860,1424719,7260,1729
384,1427737,1427760,24,101849,1427750,7300,3031
385,1428443,1428466,24,101732,1428456,7316,706
386,1429193,1429217,25,101774,1429207,7217,751
387,1430623,1430648,26,102349,1430640,7973,1433
388,1432798,1432818,21,102639,1432810,8253,2170
389,1433937,1433961,25,102876,1433951,7378,1141
390,1435101,1435124,24,102850,1435114,7406,1163
391,1436379,1436402,24,102858,1436392,7424,1278
392,1437541,1437564,24,102924,1437554,7426,1162
393,1438778,1438802,25,102873,1438792,7372,1238
394,1439665,1439688,24,102861,1439678,7335,886
395,1441644,1441664,21,103338,1441656,8295,1978
396,1442443,1442466,24,103514,1442456,7550,800
397,1443965,1443988,24,103564,1443978,7580,1522
398,1444689,1444709,21,103240,1444701,8406,723
399,1445353,1445376,24,103496,1445366,7510,665
400,1447738,1447761,24,103527,1447751,7511,2385
401,1448050,1448074,25,98879,1448063,6929,312
402,1448578,1448602,25,103134,1448592,7497,529
403,1452067,1452090,24,104066,1452080,7615,3488
404,1452617,1452640,24,103829,1452630,7574,550
405,1453579,1453602,24,104091,1453592,7507,962
406,1454985,1455008,24,104064,1454998,7550,1406
407,1456009,1456032,24,104058,1456022,7605,1024
408,1457648,1457670,23,104082,1457661,7622,1639
409,1457963,1457987,25,99805,1457977,7096,316
410,1460718,1460740,23,104653,1460731,7658,2754
411,1461451,1461474,24,104646,1461464,7671,733
412,1462925,1462948,24,104770,1462938,7747,1474
413,1464580,1464605,26,104657,1464596,8276,1658
414,1464866,1464890,25,99773,1464879,7037,283
415,1465803,1465823,21,104492,1465815,8632,936
416,1466120,1466143,24,101429,1466133,7312,318
417,1467084,1467107,24,104712,1467097,7721,964
418,1469853,1469876,24,104727,1469866,7615,2769
419,1470569,1470592,24,104699,1470582,7732,716
420,1472583,1472606,24,104734,1472596,7745,2014
421,1473474,1473497,24,104697,1473487,7726,891
422,1473942,1473965,24,104249,1473955,7683,468
423,1474573,1474596,24,104636,1474586,7743,631
424,1475936,1475959,24,104724,1475949,7768,1363
425,1476518,1476541,24,104532,1476531,7684,582
426,1477854,1477877,24,104704,1477867,7715,1336
427,1478354,1478376,23,104332,1478366,7546,499
428,1479649,1479672,24,104760,1479662,7760,1296
429,1480006,1480029,24,102351,1480019,7378,357
430,1480569,1480592,24,104068,1480582,7590,563
431,1480950,1480973,24,102961,1480963,7477,381
432,1481739,1481762,24,104198,1481752,7666,789
433,1483462,1483488,27,104049,1483479,8212,1727
434,1484763,1484786,24,104266,1484776,7671,1297
435,1486112,1486135,24,104207,1486125,7667,1349
436,1486601,1486623,23,103880,1486614,7559,489
437,1487958,1487981,24,104253,1487971,7693,1357
438,1488947,1488970,24,104214,1488960,7637,989
439,1489376,1489399,24,103574,1489389,7444,429
440,1491387,1491410,24,103397,1491400,7435,2011
441,1491853,1491876,24,102766,1491866,7430,466
442,1492629,1492652,24,103341,1492642,7514,776
443,1493552,1493575,24,103407,1493565,7518,923
444,1494858,1494883,26,103212,1494874,8071,1309
445,1495957,1495980,24,103382,1495970,7445,1096
446,1496377,1496401,25,102364,1496391,7334,421
447,1497212,1497235,24,103380,1497225,7480,834
448,1499767,1499790,24,103427,1499780,7512,2555
449,1500793,1500816,24,103380,1500806,7404,1026
450,1501791,1501814,24,103324,1501804,7466,998
451,1502261,1502285,25,102876,1502275,7352,471
452,1502669,1502692,24,102209,1502682,7361,407
453,1503158,1503181,24,102909,1503172,7323,490
454,1504855,1504878,24,103410,1504868,7476,1696
455,1505267,1505290,24,102225,1505280,7342,412
456,1506259,1506282,24,103382,1506272,7533,992
457,1507145,1507168,24,103363,1507158,7526,886
458,1507556,1507580,25,102244,1507570,7264,412
459,1508342,1508365,24,103344,1508355,7532,785
460,1508851,1508874,24,103037,1508864,7430,509
461,1510564,1510587,24,102454,1510577,7347,1713
462,1512146,1512169,24,102495,1512159,7371,1582
463,1512550,1512573,24,100538,1512563,7136,404
464,1513328,1513351,24,102469,1513341,7301,778
465,1514131,1514154,24,102428,1514144,7321,803
466,1516104,1516127,24,102488,1516117,7356,1973
467,1516633,1516656,24,101993,1516646,7255,529
468,1516944,1516969,26,98025,1516958,6842,312
469,1517307,1517331,25,99550,1517321,7010,363
470,1517892,1517915,24,102211,1517905,7269,584
471,1518266,1518289,24,99915,1518279,7028,374
472,1518665,1518689,25,100547,1518679,7142,400
473,1519482,1519505,24,102461,1519495,7296,816
474,1520020,1520044,25,100519,1520034,7037,539
475,1520953,1520977,25,101145,1520967,7180,933
476,1521895,1521918,24,101080,1521908,7153,941
477,1522600,1522623,24,100928,1522613,7106,705
478,1523365,1523389,25,101056,1523379,7039,766
479,1524261,1524285,25,101100,1524274,7066,895
480,1525096,1525119,24,101063,1525109,7127,835
481,1526768,1526792,25,101091,1526781,7113,1672
482,1527660,1527684,25,101149,1527673,7108,892
483,1528717,1528741,25,101137,1528731,7132,1058
484,1530387,1530411,25,100763,1530401,7049,1670
485,1531245,1531268,24,100794,1531258,7090,857
486,1533999,1534023,25,100794,1534013,7047,2755
487,1534736,1534760,25,100684,1534750,7037,737
488,1535347,1535371,25,100451,1535361,6992,611
489,1539697,1539721,25,100811,1539710,6998,4349
490,1540105,1540129,25,100317,1540118,6982,408
491,1540953,1540976,24,102274,1540966,7279,848
492,1541280,1541304,25,98105,1541294,6855,328
493,1541815,1541839,25,101851,1541829,7193,535
494,1542759,1542783,25,102360,1542772,7227,943
495,1544216,1544239,24,102335,1544229,7322,1457
496,1545776,1545800,25,102313,1545789,7232,1560
497,1546226,1546250,25,101083,1546240,7107,451
498,1546820,1546844,25,102042,1546834,7175,594
499,1547398,1547422,25,101990,1547412,7195,578
500,1547975,1547998,24,101967,1547988,7249,576
501,1548293,1548317,25,97885,1548307,6772,319
502,1549195,1549219,25,102358,1549209,7289,902
503,1549665,1549688,24,101310,1549678,7173,469
504,1550319,1550342,24,100329,1550332,7027,654
505,1551599,1551623,25,100503,1551613,7031,1281
506,1552713,1552736,24,100538,1552726,7058,1113
507,1555026,1555049,24,100474,1555039,7067,2313
508,1557875,1557898,24,100527,1557888,7066,2849
509,1558247,1558271,25,97824,1558261,6727,373
510,1559218,1559242,25,100600,1559232,7024,971
511,1560319,1560342,24,101990,1560332,7238,1100
512,1560784,1560807,24,100740,1560797,7113,465
513,1561822,1561846,25,102021,1561835,7140,1038
514,1562500,1562523,24,101831,1562513,7244,678
515,1564351,1564375,25,102010,1564365,7191,1852
516,1564859,1564882,24,101119,1564872,7157,507
517,1565478,1565502,25,101826,1565492,7220,620
518,1567021,1567045,25,102002,1567035,7191,1543
519,1567785,1567808,24,101967,1567798,7252,763
520,1572305,1572329,25,102220,1572318,7175,4520
521,1574908,1574931,24,102211,1574921,7208,2603
522,1576380,1576403,24,102194,1576393,7240,1472
523,1578665,1578689,25,102257,1578678,7191,2285
524,1579287,1579310,24,102005,1579300,7243,622
525,1579960,1579984,25,102055,1579974,7232,674
526,1580500,1580524,25,102847,1580513,7302,539
527,1581412,1581435,24,103083,1581425,7436,912
528,1582276,1582299,24,103074,1582289,7395,864
529,1583275,1583298,24,103150,1583288,7392,999
530,1583918,1583942,25,103009,1583931,7321,643
531,1584213,1584237,25,97877,1584226,6716,295
532,1584479,1584503,25,96795,1584492,6621,266
533,1585839,1585862,24,103133,1585852,7376,1360
534,1586571,1586594,24,103053,1586584,7431,732
535,1587844,1587867,24,103101,1587857,7427,1273
536,1588202,1588226,25,100547,1588216,7024,359
537,1589030,1589053,24,103040,1589043,7337,827
538,1589383,1589406,24,100261,1589396,7085,353
539,1590005,1590028,24,101888,1590018,7219,622
540,1592122,1592146,25,102151,1592136,7204,2118
541,1592572,1592595,24,100680,1592585,7102,449
542,1593081,1593105,25,101375,1593095,7094,510
543,1594453,1594476,24,102191,1594466,7212,1371
544,1594832,1594856,25,99201,1594846,6867,380
545,1595426,1595449,24,101819,1595439,7166,593
546,1596522,1596546,25,102164,1596536,7188,1097
547,1596967,1596991,25,100646,1596980,7078,444
548,1598535,1598558,24,102160,1598548,7249,1568
549,1598829,1598854,26,96876,1598843,6622,295
550,1599291,1599315,25,100883,1599304,7075,461
551,1600731,1600755,25,100607,1600745,6929,1441
552,1600955,1600980,26,93850,1600969,6131,224
553,1601228,1601253,26,95606,1601242,6380,273
554,1602174,1602198,25,100597,1602188,6944,946
555,1602564,1602588,25,98015,1602578,6708,390
556,1602875,1602900,26,96502,1602889,6567,311
557,1603174,1603199,26,96232,1603188,6522,299
558,1603863,1603886,24,100402,1603876,7016,688
559,1604283,1604307,25,98475,1604296,6760,420
560,1605506,1605530,25,100660,1605520,7003,1224
561,1605902,1605926,25,98079,1605916,6708,396
562,1609252,1609275,24,100619,1609265,7038,3349
563,1610945,1610969,25,98766,1610959,6789,1694
564,1611648,1611672,25,98499,1611661,6824,702
565,1614036,1614060,25,98710,1614049,6831,2388
566,1615366,1615390,25,98584,1615380,6828,1331
567,1617075,1617099,25,98706,1617089,6829,1709
568,1617523,1617547,25,97296,1617537,6636,448
569,1618145,1618169,25,98398,1618158,6810,621
570,1619853,1619877,25,98753,1619867,6826,1709
571,1620907,1620930,24,100122,1620920,6948,1053
572,1621538,1621562,25,99951,1621551,6882,631
573,1621827,1621851,25,95587,1621841,6377,290
574,1622243,1622267,25,97937,1622257,6689,416
575,1623933,1623957,25,100226,1623947,6980,1690
576,1624718,1624742,25,100117,1624732,6895,785
577,1626026,1626050,25,100158,1626040,6932,1308
578,1627623,1627647,25,100196,1627636,6985,1596
579,1628771,1628795,25,100182,1628784,6965,1148
580,1631578,1631602,25,100701,1631592,7022,2808
581,1632309,1632333,25,100661,1632322,6992,730
582,1635333,1635357,25,100781,1635346,6994,3024
583,1637143,1637167,25,100870,1637156,7055,1810
584,1638415,1638439,25,100783,1638428,7003,1272
585,1638941,1638965,25,99876,1638955,6864,527
586,1640837,1640861,25,102487,1640851,7218,1896
587,1641390,1641413,24,102094,1641403,7219,552
588,1643496,1643519,24,102451,1643509,7249,2106
589,1645211,1645234,24,102497,1645224,7234,1715
590,1646396,1646420,25,102469,1646410,7256,1186
591,1647428,1647452,25,102555,1647441,7208,1031
592,1649500,1649523,24,102444,1649513,7257,2072
593,1650412,1650435,24,102924,1650425,7320,912
594,1650693,1650718,26,97175,1650707,6681,282
595,1651946,1651969,24,102915,1651959,7302,1252
596,1656065,1656088,24,102910,1656078,7368,4119
597,1657972,1657996,25,102970,1657986,7259,1908
598,1659872,1659895,24,102900,1659885,7283,1899
599,1660382,1660405,24,103141,1660395,7393,510
600,1661563,1661586,24,103372,1661576,7470,1181
601,1663721,1663744,24,103431,1663734,7493,2158
602,1663951,1663975,25,95794,1663965,6461,231
603,1665588,1665611,24,103410,1665601,7485,1636
604,1666799,1666822,24,103450,1666812,7457,1211
605,1668417,1668440,24,103470,1668430,7421,1618
606,1668734,1668758,25,100729,1668748,7065,318
607,1670752,1670774,23,103623,1670765,7433,2017
608,1671033,1671057,25,99392,1671046,6922,281
609,1672681,1672704,24,103656,1672694,7459,1648
610,1673438,1673461,24,103658,1673451,7497,757
611,1674936,1674959,24,103679,1674949,7531,1498
612,1675565,1675588,24,103542,1675578,7457,629
613,1675763,1675788,26,95036,1675777,6388,199
614,1676041,1676065,25,99054,1676054,6834,277
615,1676588,1676611,24,103417,1676601,7401,547
616,1676980,1677004,25,102893,1676994,7300,393
617,1677485,1677508,24,103334,1677498,7441,504
618,1678193,1678216,24,103631,1678206,7490,708
619,1678553,1678576,24,102600,1678566,7315,360
620,1680292,1680315,24,103056,1680305,7396,1739
621,1680931,1680954,24,102978,1680944,7359,639
622,1684287,1684311,25,103054,1684300,7341,3356
623,1684831,1684854,24,102813,1684844,7302,544
624,1685919,1685942,24,102987,1685932,7341,1088
625,1687221,1687244,24,103033,1687234,7347,1302
626,1687573,1687597,25,101280,1687587,7061,353
627,1689047,1689070,24,103012,1689060,7380,1473
628,1689641,1689664,24,102939,1689654,7352,594
629,1689997,1690020,24,101488,1690010,7173,356
630,1691288,1691311,24,102993,1691301,7375,1291
